Date,Open,High,Low,Close,Volume,Quote_Volume,Trades_Count,RSI
2023-02-17 15:08:00,1665.34,1665.93,1662.85,1662.85,502.0,836248.0,830,
2023-02-17 15:09:00,1662.86,1663.99,1662.0,1663.62,404.0,672205.0,808,
2023-02-17 15:10:00,1663.62,1664.0,1662.0,1663.74,339.0,564217.0,799,
2023-02-17 15:11:00,1663.74,1665.6,1663.41,1663.51,365.0,606783.0,794,
2023-02-17 15:12:00,1663.51,1668.37,1663.3,1667.89,853.0,1422094.0,1335,
2023-02-17 15:13:00,1667.9,1672.32,1667.72,1668.03,1442.0,2408729.0,2649,
2023-02-17 15:14:00,1668.04,1669.77,1666.73,1667.59,636.0,1061464.0,1400,88.98026315789382
2023-02-17 15:15:00,1667.6,1669.29,1663.64,1663.84,575.0,958108.0,1145,55.03560528992875
2023-02-17 15:16:00,1663.85,1666.13,1663.54,1665.0,569.0,947268.0,1038,56.75146771037219
2023-02-17 15:17:00,1664.99,1665.99,1664.0,1665.8,353.0,587621.0,757,59.44954128440334
2023-02-17 15:18:00,1665.79,1668.72,1665.74,1668.04,752.0,1254276.0,1033,67.54453911696338
2023-02-17 15:19:00,1668.04,1671.94,1667.75,1671.9,618.0,1031815.0,1198,66.18240516545583
2023-02-17 15:20:00,1671.9,1675.78,1671.86,1673.56,1137.0,1903264.0,2171,69.87778576563602
2023-02-17 15:21:00,1673.56,1676.32,1673.55,1674.46,803.0,1344838.0,1184,73.90396659707746
2023-02-17 15:22:00,1674.45,1674.89,1672.07,1672.99,435.0,727388.0,827,87.84119106699744
2023-02-17 15:23:00,1672.98,1673.38,1671.5,1672.44,337.0,562891.0,658,82.40418118466917
2023-02-17 15:24:00,1672.43,1673.21,1669.77,1669.77,374.0,625371.0,787,64.86891385767785
2023-02-17 15:25:00,1669.77,1671.3,1669.19,1670.01,330.0,550515.0,709,58.67841409691631
2023-02-17 15:26:00,1670.01,1670.54,1667.63,1668.92,491.0,820090.0,945,32.63403263403238
2023-02-17 15:27:00,1668.91,1670.86,1668.88,1670.86,194.0,324041.0,568,34.76297968397249
2023-02-17 15:28:00,1670.86,1670.95,1669.04,1669.05,398.0,664398.0,641,22.313203684748117
2023-02-17 15:29:00,1669.05,1669.22,1666.17,1666.44,736.0,1227220.0,1063,19.981668194316313
2023-02-17 15:30:00,1666.45,1668.82,1666.1,1668.18,328.0,547610.0,667,32.39669421487561
2023-02-17 15:31:00,1668.17,1670.0,1667.82,1669.99,193.0,322086.0,551,50.9786476868329
