Date,Open,High,Low,Close,Volume,Quote_Volume,Trades_Count,Log_VolumeGain,pricegain,RSI
2023-02-01 04:49:00,0.5489,0.5493,0.5486,0.5486,6216.0,3413.0,25,0.0,0.0,
2023-02-01 04:50:00,0.5486,0.5486,0.5483,0.5483,8626.0,4731.0,30,32.6544926724441,-0.054654764073613915,
2023-02-01 04:51:00,0.5484,0.5486,0.5482,0.5484,18333.0,10056.0,26,75.40328746389353,-0.03645643456069436,
2023-02-01 04:52:00,0.5486,0.5486,0.5484,0.5486,1084.0,595.0,6,-282.7363344724454,0.03646973012398913,
2023-02-01 04:53:00,0.5486,0.5487,0.5486,0.5486,2657.0,1457.0,9,89.55734006495751,0.0,50.0
2023-02-01 04:54:00,0.5486,0.5487,0.5486,0.5487,3926.0,2154.0,5,39.094705152112915,0.0,57.14285714285714
2023-02-01 04:55:00,0.5488,0.5492,0.5488,0.549,11590.0,6363.0,38,108.31733855164583,0.03645643456069436,100.0
2023-02-01 04:56:00,0.549,0.549,0.5482,0.5484,29852.0,16370.0,37,94.49504271323885,0.03644314868807008,50.0
2023-02-01 04:57:00,0.5485,0.5491,0.5485,0.5491,6970.0,3825.0,22,-145.38919241045446,-0.09107468123862317,64.70588235294156
2023-02-01 04:58:00,0.5491,0.5494,0.5491,0.5494,9416.0,5172.0,22,30.17009936311118,0.10938924339107814,69.99999999999945
2023-02-01 04:59:00,0.5494,0.5494,0.5491,0.5491,1274.0,700.0,5,-199.99344048483434,0.054634857038782236,59.09090909091024
2023-02-01 05:00:00,0.5491,0.5494,0.5491,0.5492,3294.0,1809.0,10,94.94491503518904,-0.054605023662168684,54.999999999999446
2023-02-01 05:01:00,0.5492,0.5495,0.5491,0.5492,8161.0,4484.0,22,90.77412987967554,0.01821161901292001,78.57142857143027
2023-02-01 05:02:00,0.5493,0.5494,0.5489,0.549,4009.0,2201.0,12,-71.16037026655889,0.018208302986155722,44.444444444444436
2023-02-01 05:03:00,0.549,0.549,0.5484,0.5485,7384.0,4051.0,23,61.0051961676229,-0.05461496450026582,9.090909090908184
2023-02-01 05:04:00,0.5485,0.5494,0.5485,0.5494,10272.0,5639.0,36,33.074298060449166,-0.09107468123862317,58.82352941176355
2023-02-01 05:05:00,0.5494,0.5494,0.5489,0.5489,18649.0,10243.0,41,59.68878006293525,0.164083865086595,42.857142857143614
2023-02-01 05:06:00,0.5488,0.5488,0.5479,0.5484,97544.0,53478.0,129,165.26758089222378,-0.10921004732435957,34.61538461538444
2023-02-01 05:07:00,0.5482,0.549,0.5482,0.5489,12746.0,6995.0,28,-203.4074746259191,-0.10932944606413253,48.275862068965786
2023-02-01 05:08:00,0.549,0.5491,0.5489,0.549,3983.0,2187.0,12,-116.26648664228136,0.14593214155418366,60.00000000000089
2023-02-01 05:09:00,0.5491,0.5491,0.5489,0.549,7293.0,4004.0,24,60.47631197583434,0.018214936247717972,37.50000000000174
2023-02-01 05:10:00,0.5491,0.5492,0.5488,0.549,7320.0,4019.0,17,0.3739254014089972,0.0,54.54545454545363
2023-02-01 05:11:00,0.5489,0.5489,0.5488,0.5488,2430.0,1334.0,9,-110.28511679736322,-0.03642323802585112,74.99999999999307
2023-02-01 05:12:00,0.5489,0.5491,0.5488,0.5491,8872.0,4870.0,21,129.49119896010663,0.0,66.66666666666049
2023-02-01 05:13:00,0.5491,0.5491,0.549,0.549,6400.0,3514.0,9,-32.6338947329593,0.03643650938238707,50.0
2023-02-01 05:14:00,0.549,0.549,0.5487,0.5487,4085.0,2242.0,9,-44.93866651149372,-0.018211619012931113,33.33333333333333
2023-02-01 05:15:00,0.5486,0.5486,0.5486,0.5486,118.0,65.0,2,-354.0736333736468,-0.0728597449909052,30.00000000000111
2023-02-01 05:16:00,0.5485,0.5486,0.5485,0.5485,783.0,430.0,4,188.9397938791971,-0.01822821728034718,33.333333333337436
2023-02-01 05:17:00,0.5487,0.5487,0.5482,0.5484,12810.0,7024.0,21,279.33029266273445,0.03646308113034458,0.0
2023-02-01 05:18:00,0.5483,0.549,0.5483,0.549,5170.0,2837.0,24,-90.65857005061012,-0.07289958082740133,50.0
2023-02-01 05:19:00,0.549,0.549,0.5488,0.5488,2560.0,1406.0,6,-70.19983624382412,0.1276673354003277,54.54545454545363
2023-02-01 05:20:00,0.5487,0.5487,0.5482,0.5483,5695.0,3123.0,14,79.80452849124683,-0.05464480874318722,40.00000000000148
2023-02-01 05:21:00,0.5482,0.5496,0.548,0.5496,16160.0,8871.0,55,104.39934512375085,-0.09112447603425444,70.37037037036991
2023-02-01 05:22:00,0.5495,0.5498,0.5494,0.5498,5053.0,2777.0,17,-116.14163212137873,0.23713973002552624,74.999999999999
2023-02-01 05:23:00,0.5498,0.5498,0.5498,0.5498,827.0,455.0,3,-180.88290683558492,0.05459508644221067,68.18181818181634
2023-02-01 05:24:00,0.5498,0.5498,0.5498,0.5498,1338.0,736.0,2,48.09326997779259,0.0,75.00000000000139
2023-02-01 05:25:00,0.5497,0.5502,0.5497,0.5499,13544.0,7449.0,34,231.46049554473998,-0.01818843215715127,100.0
2023-02-01 05:26:00,0.5497,0.5499,0.5497,0.5499,2435.0,1339.0,7,-171.61567284851037,0.0,100.0
2023-02-01 05:27:00,0.5499,0.5501,0.5496,0.5501,8916.0,4903.0,17,129.79241959600608,0.03638348189922702,100.0
2023-02-01 05:28:00,0.5501,0.5505,0.55,0.5505,13206.0,7267.0,28,39.34962889654027,0.036370249136208344,100.0
2023-02-01 05:29:00,0.5504,0.5511,0.5504,0.551,9113.0,5019.0,42,-37.01128409617022,0.05453553899290586,100.0
2023-02-01 05:30:00,0.551,0.5513,0.5503,0.5512,14606.0,8045.0,48,47.182006977155,0.10901162790697416,100.0
2023-02-01 05:31:00,0.5513,0.5518,0.5513,0.5516,16457.0,9077.0,48,12.069296110014363,0.05444646098002881,100.0
2023-02-01 05:32:00,0.5516,0.5518,0.5505,0.5508,15587.0,8589.0,45,-5.52614267604025,0.054416832940318294,65.21739130434636
2023-02-01 05:33:00,0.5507,0.5507,0.5504,0.5506,5567.0,3064.0,13,-103.07610629057429,-0.16316171138506252,52.38095238095213
